index,title,category,current_funding_amount,percentage,target_funding_amount,supporter,result,match_cnt,fold
6040,"책상 위의 작은 강아지, 픽셀독",캐릭터 · 굿즈,6977000,348,20048,180,1,1,2
6041,"언제나 고양이와 함께, 알록달록 2018 냥 달력",디자인 문구,1743600,348,5010,104,1,1,2
6042,스마트폰으로 제어하는 LED 스마트 탁상용&벽시계 <루캄>,테크 · 가전,1743000,348,500000,21,1,0,1
6043,"한 손에 쏙 들어오는 손바닥소설집, <네모난 칸 두 개>",출판,1394200,348,4006,71,1,1,2
6044,어른들을 위한 동화 <새내기 유령> 3쇄 발간이여요!!!,출판,6970000,348,20028,324,1,0,2
6045,히더지의 세번째 개인전 'Arcade Fantasy',예술,6970000,348,2000000,100,1,0,4
6046,카페인 없이 즐기는 '겨울의 차'- 특별함을 담은 루이보스,푸드,3485000,348,10014,106,1,0,2
6047,"매일 건강해지는 똑똑한 선택, 혈액순환#7Day인솔 슬리퍼",잡화,17423800,348,5000000,177,1,1,2
6048,아스라이 잊혀가는 날들을 채우다. [2022 채우리달력],디자인 문구,1742000,348,5005,55,1,0,5
6049,피키툰 <사랑이 커다래> 인형 제작,캐릭터 · 굿즈,19162000,348,55063,611,1,0,5
6050,청춘들을 위한 데일리 노트북 파우치 : 모드담,잡화,1741700,348,500000,131,1,0,1
6051,아빠가 작정하고 만든 '아빠비누 어성초',향수 · 뷰티,1741000,348,5002,69,1,0,2
6052,"""사람을 위한, 자연을 위한"" MUCI 드로즈 & 브라렛",의류,3480904,348,10002,113,1,1,5
6053,"행복을 위한 항해, [FOH 만년 다이어리]",디자인 문구,6961000,348,2000000,280,1,1,1
6054,"성인 웹툰,만화를 위한 작업소스",웹툰 리소스,1740000,348,5000,68,1,1,2
6055,행복한 일상을 만들어주는 '밀당 스트레스볼',잡화,3479000,347,10025,137,1,0,5
6056,반려동물과 함께쓰는 친환경 탈취제,향수 · 뷰티,1739500,347,5012,66,1,0,1
6057,"2018 F/W 트렌드를 위한 핫템, <스웨이드 컴팩트백>",잡화,3478600,347,10024,100,1,1,2
6058,쿠키들 모여라! 설렘 가득한 쿠키박스,푸드,1739000,347,500000,55,1,0,4
6059,"지구와 나를 한번 더 생각한, 친환경 항균 안경 플러스 +",잡화,10433000,347,30066,70,1,1,2
6060,달콤하고 따뜻한 크리스마스를 위한 티푸드Box,푸드,2434000,347,700000,53,1,0,4
6061,아날로그 감성 - 원목 노트북 거치대,디자인 문구,1738560,347,5010,49,1,0,1
6062,"4.16달력 - ""기억하라 그리고 살아라""",디자인 문구,10428600,347,3000000,362,1,0,2
6063,"조향사의 마법 상자, 나만의 향기를 부르는 주문",향수 · 뷰티,1738000,347,5008,25,1,1,4
6064,[달빛천사] 스페셜 DVD 풀패키지,영화 · 비디오,173770000,347,50000000,1305,1,0,1
6065,"뿔 캐릭터 창작을 위한 3d소재(웹툰, 일러스트)",웹툰 리소스,695000,347,2002,28,1,1,5
6066,맛있게 시작하는 비건 라이프! 비건 테이블,푸드,3475000,347,10014,218,1,0,1
6067,"한국의 상징, <홀로그램 스티커> 세트",캐릭터 · 굿즈,2779300,347,8009,176,1,1,1
6068,"태블릿 속 '나' 연구실, 16가지 사고성향별 다이어리",디자인 문구,3474100,347,10011,230,1,1,5
6069,친환경 도시 울산을 닮은 <울산 에코 티셔츠>,의류,3474000,347,10011,60,1,0,3
6070,히말라야에서 온 따뜻한 겨울 '크리스마스를 부탁해',홈 · 리빙,1736000,347,5002,42,1,0,1
6071,레아레토 첫 굿즈! <엽서 & 스티커>,사진,347200,347,1000,14,1,0,3
6072,마비노기에 전통 한 숟가락! 장신구와 허리치마,의류,6941000,347,2000000,90,1,0,4
6073,코로나 시대의 걷기론 <걸으면 해결된다 솔비투르 암불란도>,출판,3470069,347,10000,78,1,0,4
6074,"비정규직 도시 여성 예술가의 기록, 주간 김폴짝 완전판",출판,1735000,347,5000,43,1,1,3
6075,"고민 없이 매일 매일, 데님 캔버스 숄더백",잡화,1041000,347,3000,25,1,1,5
6076,"제주해양생물을 지키는 칫솔, 대나무칫솔",홈 · 리빙,1735000,347,5000,45,1,1,3
6077,전통주 양조장에서 빚는 나만의 술,푸드,3469000,346,1000000,33,1,0,2
6078,[스케치업 웹툰 배경]현대적인 원룸 고시원,웹툰 리소스,1734000,346,5011,54,1,0,2
6079,"[5월 선물] 국보 제94호의 오마주, 꽃참외 컵&플레이트",홈 · 리빙,2772800,346,8013,44,1,1,1
6080,<아파하지 못하는 사람들에게> 마음껏 아파할 수 있기를,출판,1733000,346,500000,84,1,0,2
6081,더욱 깊어진 뉴트럴 백단향 '이태원 란탄' 퍼퓸 & 캔들,향수 · 뷰티,3466000,346,10017,80,1,0,2
6082,[앵콜] 연인과 단둘이 오붓하게 즐기는 보드게임 러부마블2,보드게임 · TRPG,2079000,346,6008,77,1,0,5
6083,"웹툰배경 [ 미래도시셋트] ""미래도시 배경을 한방에 해결""",웹툰 리소스,3465000,346,1000000,37,1,0,4
6084,호래이 복을 담은 민화 자개 공예 키트,예술,1732400,346,5006,55,1,0,2
6085,[2020년 달력] 페가콘의 신년 달력 <기도하는 소녀>,디자인 문구,2771000,346,800000,116,1,0,1
6086,『모시던 아가씨가 도련님이 되어버렸다』 소장본 제작,출판,31171000,346,90089,515,1,0,5
6087,귀여운 동물들이 가득한 타로카드,디자인,17315100,346,5000000,335,1,0,5
6088,풀에 대한 애정을 담은 그림 포스터 '녹색 풀밭',예술,3463000,346,10008,137,1,0,1
6089,단 한방울로 시크릿존을 향기롭게 아로마 속옷향수 '벨라',향수 · 뷰티,10388000,346,30023,46,1,0,3
6090,"봄을 준비하는 페미니스트 바지 ""페미스프링""",의류,3046701,346,880000,74,1,0,4
6091,"우리 이제 멀다고 하면 안되갔구나, '2019 통일 달력'",디자인 문구,1731000,346,5002,52,1,1,5
6092,구두 장인이 만든 맨발같이 유연하고 편한 스니커즈 175g,잡화,1730000,346,500000,23,1,0,2
6093,[보람줄] 웹툰배경#1 영화관,웹툰 리소스,3460000,346,10000,91,1,0,3
6094,:: 그들은 영웅이 되었다 :: 참전용사분들을 위한 뱃지,캐릭터 · 굿즈,1384000,346,4000,290,1,0,2
6095,아동학대예방 프로젝트 : Com'on Human,잡화,1556400,345,450000,113,1,0,2
6096,OFFING EP[Apocalypse] 앨범제작,음악,10371486,345,30062,252,1,0,5
6097,"대한민국의 상징을 달다, ""태극 뱃지""",캐릭터 · 굿즈,3111000,345,9017,288,1,1,4
6098,다빼고 만들었다! 비건 채식 글루텐 프리 호두파이!,푸드,1728000,345,5008,47,1,0,4
6099,쭉 짜서 간편하게 베르크 콜드브루,푸드,1727486,345,5007,47,1,0,3
6100,조선의 꽃 : 해어화와 야생화를 타로카드에 담다.,예술,34549123,345,10000000,599,1,0,3
6101,그녀의 기억을 추적하는 이야기 [기억이 도착했다.],출판,2522000,345,7310,108,1,0,1
6102,"트리니나드 토바고와 원의 넓이, 박씨가 무덤으로 간 이유",출판,1140000,345,330000,30,1,1,4
6103,"밀물과 함께 밀려오는 달밤, ‘달밀밀’ 주병세트",홈 · 리빙,1727000,345,500000,44,1,1,4
6104,첫인상을 호감으로 채워줄 샴푸향기 [심퍼티쿠시 섬유향수],향수 · 뷰티,3454000,345,10011,95,1,0,5
6105,12월의 루이보스『루이스 크리스마스』,푸드,3453500,345,10010,102,1,0,4
6106,"시들지 않는 아름다움, 프리저브드 카네이션(어버이날)",홈 · 리빙,3452500,345,10007,140,1,1,2
6107,전쟁은 여성을 투쟁하게 했다 <낮은 목소리 3부작>DVD,영화 · 비디오,22782000,345,6600000,635,1,0,1
6108,나는 그렇게 살아오지 않았다. 한명숙의 '진실',출판,34517300,345,100050,1078,1,0,1
6109,웹툰 배경 스케치업_ 고급 호텔 세트,웹툰 리소스,3451000,345,10002,29,1,0,3
6110,"양성향 순애 비주얼노벨 '어느 날, 소꿉친구가 좋아졌다.'",디지털 게임,1035000,345,3000,101,1,1,5
6111,3D 손 포즈 세트 (기본형)2,웹툰 리소스,1035000,345,300000,25,1,0,1
6112,여성향 연애 시뮬레이션 게임 '강을 건너온 꽃처럼',디지털 게임,13800000,345,4000000,208,1,0,2
6113,fly like a butterfly,출판,1035000,345,3000,37,1,0,5
6114,"그냥 싫은 거 있잖아요, 단편영화 <점>",영화 · 비디오,1380000,345,400000,40,1,1,2
6115,"모든 여성을 응원합니다, '원더우먼뱃지'",캐릭터 · 굿즈,2414000,344,700000,312,1,1,5
6116,중년여성을 위한 빈칸책 - [행:성]의 물음표,출판,5172000,344,15034,256,1,0,5
6117,강원도로 떠나는 로컬 푸드테라피 여행을 선물하세요,푸드,4136900,344,12025,26,1,0,5
6118,"서평지 <교차> 창간호 '지식의 사회, 사회의 지식'",출판,10337000,344,30049,216,1,1,3
6119,필름 사진집 When you wish upon a star,사진,2928000,344,8511,122,1,0,3
6120,한국의 전통예술을 가방에 담다: 한지 한옥 노트북 가방,잡화,3444500,344,10013,8,1,0,2
6121,만질 수 있는 리얼 패션 소재 북 [ 더 텍스타일 ] 2탄,출판,10330000,344,30029,251,1,0,4
6122,전휘목 1집 발매 기념 공연,음악,1205000,344,3502,29,1,0,5
6123,"옐로우 펜 클럽의 <출발, 미술 여행!>",출판,2065345,344,600000,173,1,1,1
6124,"맛있다.건강하다.오로지 나를 위한 ""슬기로운 한끼""",푸드,17210096,344,50029,321,1,0,3
6125,A wallet re-invented,잡화,1721000,344,5002,29,1,0,5
6126,"'톡' 터지는 가벼운 일상을 위한 캔백, 지금 뽑으세요!",잡화,5160500,344,1500000,74,1,1,5
6127,이펙트에 진심인 편! 이펙트 브러쉬 올인원 만렙 세트!,웹툰 리소스,5160000,344,15000,61,1,0,1
6128,나와 내 주변을 위하는 선택. 요가매거진<우르드바>,출판,3440000,344,10000,66,1,0,4
6129,젤리곰 악세사리 GUMMY BEAR 프로젝트 Ⅰ,잡화,688000,344,2000,47,1,0,1
6130,[2차] 새해 소망을 위한 다시하는 돌잡이 뱃지 선물,캐릭터 · 굿즈,344000,344,1000,14,1,0,1
6131,"향기로 느끼는 재즈의 선율, Love&Jazz",향수 · 뷰티,6878000,343,20052,162,1,1,5
6132,[서부시대] 황야의 무법자,웹툰 리소스,3439000,343,10026,49,1,0,4
6133,세상 귀찮은 네모씨가 짜증나서 만든 노트,디자인 문구,3439000,343,1000000,187,1,0,2
6134,카이사르의 '첫번째 종족컨셉아트북'입니다.,출판,17193000,343,5000000,486,1,0,5
6135,"에이몽 인형 조명, 달을 머금은 토끼 - 라비",캐릭터 · 굿즈,6877000,343,20049,114,1,1,4
6136,자유를 담아 거리를 거닐다 <방랑보>,잡화,1719000,343,500000,39,1,0,3
6137,'과학의 품격' 그리고 'YG&JYP의 책걸상' 토크콘서트,테크 · 가전,3438000,343,1000000,92,1,0,3
6138,"6년근홍삼가게, 진1937 추석선물세트",푸드,3437400,343,10021,61,1,1,1
6139,고래 아트워크 상품 제작 !,예술,3437000,343,1000000,132,1,0,5
6140,멍때리며 바라보기 좋은 '아름다움 한 장',사진,1718000,343,5008,46,1,0,5
6141,버스로 읽는 독립운동 이야기『버스 타고 만나는 독립운동가』,출판,1718000,343,5008,73,1,0,1
6142,수채화 <잊지 못하는 풍경> 19년 달력,디자인 문구,859000,343,2504,57,1,0,1
6143,"후숙 필요없는 진짜 망고향포도, 완숙 샤인머스켓",푸드,3435800,343,1000000,67,1,1,5
6144,디자이너를 위한 공유 리소스&서비스 가이드,디자인,6869000,343,20026,464,1,0,2
6145,기타리스트 박규희의 새로운 '출발'에 함께해주세요!,음악,20600000,343,60058,221,1,0,4
6146,2018년을 지켜주는 십이지신 탁상달력!,디자인 문구,3433000,343,10008,155,1,0,4
6147,'남겨진 사람과 잊혀진 관계들' 5분 영화 [마음의 방],영화 · 비디오,2403000,343,7005,132,1,0,4
6148,미소를 담은 귀여운 도자기 'smile animal',홈 · 리빙,1716000,343,5002,47,1,0,3
6149,"사회적약자의 매력을 담다, 시선의 온도를 높일 <폰케이스>",잡화,1372100,343,400000,54,1,1,5
6150,나를 위한 시간과 공간을 선물합니다. - HYEDALL -,예술,3430000,343,1000000,37,1,0,1
6151,"시린 겨울의 마음을 따뜻하게, '윈터카드'",디자인,686000,343,200000,26,1,1,4
6152,[앵콜] 내 품안의 사직서 뱃지,캐릭터 · 굿즈,3430000,343,1000000,202,1,0,4
6153,"화양연화(花樣年華), 이름의 의미를 담은 한자 반지-앵콜",주얼리,1714700,342,500000,28,1,1,1
6154,일상을 일러스트로 아이패드 활용법 PDF+브러쉬파일,출판,1028800,342,300000,82,1,0,3
6155,"이 땅을 지켰던 수많은 여신들, <女신의 나라 - 한국편>",출판,17142000,342,50122,673,1,1,4
6156,"은유의 음악, 아티스트 DD!(디디)의 첫 EP[정원]제작",음악,5141000,342,15032,102,1,1,2
6157,"252가지 질문으로 찾는 나의 여행 취향, 질문의 여행",출판,3426000,342,1000000,168,1,1,3
6158,쥐들의 도시를 지켜라! 덱빌딩 디펜스 게임 '래트로폴리스',디지털 게임,15416777,342,4500000,597,1,0,3
6159,내가 하는 교정·교열 <글다듬기의 기술>,출판,4111000,342,12020,189,1,0,5
6160,스케치업 웹툰 배경 - 만화카페,웹툰 리소스,3425000,342,1000000,141,1,0,2
6161,[자수튜닉셔츠]유니크한 디자인과 천연소재의 부드러운 터치감,의류,1712500,342,5007,17,1,0,2
6162,"[어,블랭크 노웻커버] 비오는 날 젖은 우산도 걱정 없이!",잡화,10274200,342,3000000,282,1,1,5
6163,나만 고민일까? '교회는 다니지만 믿음은 없는 것 같아서',출판,3422500,342,10007,197,1,0,2
6164,코스모스 슈퍼스타 첫번째 EP 제작,음악,8555318,342,25015,173,1,0,2
6165,"8월 한정판과일, 제주청귤로 만든 천연비타민 청귤칩+청귤청",푸드,1711000,342,5002,71,1,1,1
6166,[로맨스가 필요해] 연인포즈 300세트,웹툰 리소스,3422000,342,10005,58,1,0,1
6167,최애향수 만들어드림,향수 · 뷰티,5678000,342,1660000,214,1,0,3
6168,"DIY 문구 잡지, <Do It Yourself> 창간호",디자인 문구,1710000,342,500000,103,1,1,3
6169,편의점 웹툰 배경 스케치업,웹툰 리소스,1710000,342,5000,57,1,0,3
6170,종이대롱 종이빨대 + 빨대 파우치,잡화,1710000,342,500000,126,1,0,1
6171,희망과 꿈을 담아 구워 만든 유기농 후레이크 & 스낵,푸드,1710000,342,500000,65,1,0,5
6172,"""고기 없는 간식이 이렇게 맛있어?"" 반려견 비건 간식",반려동물,8543200,341,2500000,249,1,0,1
6173,입으면 집에만 있고 싶어지는 소프(sof) '홈드레스',의류,3417000,341,10020,34,1,0,3
6174,부럼 깨고 태어난 행운의 <정월 수비대> 굿즈,홈 · 리빙,1708000,341,5008,39,1,0,5
6175,"조선의 왕과 왕의 용, 오조룡보 뱃지",캐릭터 · 굿즈,6830000,341,2000000,263,1,1,5
6176,Tido Kang 정규 3집. 아련한 슬픔,음악,17074000,341,50070,293,1,0,3
6177,일본 요괴도감 <화도 백귀야행>,출판,5120000,341,15014,470,1,0,5
6178,"당신의 일상 속 작은 위로, LEEPLAY 2021 캘린더",디자인 문구,20475883,341,60046,1205,1,1,5
6179,로맨스판타지를 위한 탄생석 쥬얼리와 다양한 장식세트,웹툰 리소스,6825000,341,2000000,125,1,0,3
6180,보드게이머들을 위한 공간 스몰월드,보드게임 · TRPG,3411999,341,1000000,162,1,0,1
6181,유기토끼를 세상에 알리고 응원해! '움치치 파우치',잡화,3411500,341,10004,170,1,0,4
6182,"도서『젠더 유니버스』, 정체성을 탐험하는 당신을 위해",출판,3411000,341,1000000,178,1,1,3
6183,이야기가 있는 블렌딩 TEA 페레쿠논,푸드,3408750,340,10025,45,1,0,2
6184,사랑의 열매가 더 많이 열리는 시간,홈 · 리빙,3408000,340,1000000,83,1,0,1
6185,고3 수험생의 사진집 <The Tale of School>,사진,511000,340,1502,27,1,0,4
6186,"잠들기 편안한 무드, 프리미엄 한지 무드등",홈 · 리빙,1703200,340,5009,24,1,1,2
6187,건강한 한끼 누룽지 씨리얼,푸드,1703000,340,5008,40,1,0,3
6188,눈먼 돈에 눈먼 자들 단편영화 <2번 출구에 승강기를..>,영화 · 비디오,3405000,340,1000000,23,1,0,1
6189,"취향공유 플랫폼 Nerd의 8번째 잡지, <그래도 우리는>",출판,2041500,340,6004,96,1,1,3
6190,버림의 용기 '프리나이트&토파즈 실버 네크리스',주얼리,3062000,340,9005,97,1,0,2
6191,인티파다: 팔레스타인에 자유를!,보드게임 · TRPG,10205000,340,3000000,150,1,0,4
6192,유칼립투스 꽃말을 담아,잡화,2381000,340,7002,48,1,0,2
6193,"우울을 피워내는 사람들의 이야기, [방함록 단행본]",웹툰 · 만화,3401000,340,10002,85,1,1,2
6194,리오 [The Young Lover] CD + 굿즈,음악,11902000,340,3500000,282,1,0,5
6195,"백제의 검, 신궁에 잠들다",예술,3400500,340,10001,66,1,1,2
6196,[로판 스케치업] 공작의 영지,웹툰 리소스,3400000,340,10000,36,1,0,5
6197,<나의 둘레는 멀고도 가까워서> 졸업기획전,예술,1020000,340,3000,58,1,0,4
6198,"11월, 빼빼로데이& 수능선물의 연결고리!",푸드,510000,340,150000,13,1,1,1
6199,"계절이 바뀔때 생각나는, 포근한 기모후드",의류,3398000,339,10023,77,1,1,1
6200,페이스북 인스타그램 통합 마케팅-쇼핑몰 운영자 가이드,출판,10193333,339,3000000,200,1,0,1
6201,천사들의 보금자리 만들기,예술,3737000,339,1100000,271,1,0,2
6202,"봄날, 벚꽃, 그리고 '투-피스'",의류,3395000,339,1000000,44,1,2,1
6203,<당신의 섹스는 평등한가요?> 결혼한 여성들의 섹스 말하기,출판,6789906,339,2000000,323,1,0,5
6204,꼭 키우지 않아도 괜찮아요~ 강아지는 어디든 있으니까요.,홈 · 리빙,3394000,339,10011,97,1,0,4
6205,달콤 몽실 타르트 식빵뚱냥 뱃지,잡화,2714800,339,800000,242,1,0,1
6206,상큼한 재미가 팡팡 터지는 불릿 오렌지 확장,보드게임 · TRPG,10177000,339,30020,374,1,0,5
6207,"너는 나의 빛, 시각 안내견의 포근함을 담은 수건",홈 · 리빙,1696000,339,5002,71,1,1,2
6208,레인 오브 다이스 - 새로운 보드게임을 만나다,보드게임 · TRPG,11870991,339,35017,132,1,0,2
6209,예술인을 위한 한글 문서 작성 기초 가이드,출판,3391000,339,1000000,143,1,0,2
6210,아웃라스트급! 고퀄리티! 공포게임 'INVITATION',디지털 게임,1695000,339,5000,75,1,0,5
6211,초코퐁당 버터쿠키,푸드,1695000,339,5000,44,1,0,4
6212,현대인을 위한 新문방사우,디자인 문구,1017000,339,300000,17,1,0,5
6213,"봄, 매일매일 클린한 디자인의 셔츠 원피스",의류,6780000,339,2000000,152,1,1,2
6214,"후가공 박 견본집 Gold, Silver, More 2쇄",디자인,30165456,338,89246,1226,1,2,2
6215,"[봄, 패션] 세대구분 없는 패션, 오래",의류,5083000,338,15038,75,1,2,1
6216,퀴어 뱀파이어 단편영화 <겨울눈>,영화 · 비디오,2710000,338,800000,201,1,0,2
6217,"브래지어 없이도 괜찮아요, 탈브라 셔츠",의류,16936500,338,5000000,377,1,1,2
6218,세상에서 가장 소중한 반려동물의 발자국,주얼리,2370500,338,7013,53,1,0,1
6219,고양이집사가 만든 아무거나 다 되는 고양이 캐릭터<아무캣>,캐릭터 · 굿즈,1693000,338,500000,35,1,0,5
6220,170년 양재고택으로의 시간 여행,푸드,1693000,338,5008,23,1,0,4
6221,"""그래서 지금 기분이 어때요?"" <당신의 사전>",출판,4706071,338,1390000,239,1,0,2
6222,캣맘 권나영의 이야기 <고양이에게 밥을 주지 마세요> 개봉,영화 · 비디오,16925333,338,5000000,562,1,0,2
6223,"새로운 가족을 위한 잠옷, 모던 패밀리 파자마",의류,6769000,338,2000000,55,1,1,5
6224,훗날의 그리움을 기록하다 <정갑순>,출판,1128000,338,3337,34,1,0,5
6225,"선조들의 염원을 담은 <십장생 반지; 구름, 해, 소나무>",주얼리,1692000,338,5005,20,1,2,4
6226,2019 캘린더 X 게으른스낵(LAZY SNACK),디자인 문구,676800,338,2002,30,1,0,5
6227,다시 돌아온 사각텀블러캔버스백,잡화,3384000,338,10011,92,1,0,5
6228,나도 오늘부터 취미가 생겼다. <시니어 취미 키트>,홈 · 리빙,1691400,338,500000,102,1,0,2
6229,우리쌀 다과 추석선물세트,푸드,1691000,338,5002,58,1,0,4
6230,담이는 다 알아요 ‘사는 동안 즐겁게’ 뱃지,캐릭터 · 굿즈,5072500,338,1500000,258,1,0,5
6231,2019 NEW! 엄지검지 장갑,잡화,6763277,338,20009,178,1,0,1
6232,연말연시 메세지가 담긴 케이크로 마음을 전해보세요!,푸드,1690600,338,5001,46,1,0,5
6233,"서울대생이 만든 고등학생 맞춤형 스터디플래너, '공간'",디자인 문구,3380400,338,10001,142,1,1,4
6234,"세월호 3주기, 잊지 말아요",캐릭터 · 굿즈,1690000,338,500000,135,1,1,3
6235,아르쉘레나의 스케치업 공유 프로젝트#3 (re.동물병원),웹툰 리소스,3380000,338,1000000,65,1,0,4
6236,여성퀴어 단편만화집 <봄이 오고 있어> 를 출판합니다.,웹툰 · 만화,3717000,337,1100000,226,1,0,4
6237,당신만을 위한 마법을 담아 <그대의 밤과 세계의 교차점>,출판,2365000,337,7017,166,1,0,2
6238,<나인티스 키드> 90년대 문화 사전,출판,10135000,337,30074,568,1,0,2
6239,인상파의 빛을 담은 빠레뜨 악세사리,예술,1013000,337,300000,43,1,0,4
6240,사쟈와 함께 태스크 클리어! 2021 사쟈달력,디자인 문구,7428000,337,22041,172,1,0,1
6241,당신이 완성하는 DIY 에세이집 <저승빌라의 수상한 월세>,출판,1688000,337,5008,71,1,0,3
6242,금속공예로 풀어내는 마비노기,주얼리,1688000,337,5008,32,1,0,5
6243,유기동물 입양 문화를 만드는 <포인핸드 매거진> 10호,출판,20251000,337,6000000,1143,1,0,3
6244,"호호제주 : 바다를 담은 쉬폰,샤무즈 포스터와 투명 책갈피",사진,2700000,337,8011,51,1,1,5
6245,"몸에 닿는 건 자연스러워야지,오가닉코튼 속옷&홈웨어",의류,3374500,337,10013,36,1,1,4
6246,나를 찾아 떠나는 글쓰기 여행 [Dear me 답변노트],디자인 문구,1012000,337,3002,49,1,0,5
6247,퇴사하고 세달 간 매일 쓴 글을 모은 책 [매일의 기분],출판,1686222,337,5003,108,1,0,4
6248,[길고양이자석] 길냥이에게도 축제 같은 사계절을~,캐릭터 · 굿즈,1686100,337,500000,81,1,0,4
6249,"작가 덕질 아카이빙 잡지 <글리프> 창간호, '정세랑' 편",출판,6744000,337,20011,369,1,1,4
6250,이번 크리스마스엔 숲을 선물하세요,반려동물,3372000,337,10005,111,1,0,3
6251,매일 영어 공부 습관을 들이는 <호호네 브런치> 10월호,출판,1180000,337,3501,9,1,0,1
6252,"정치로운 생활을 위한 한 걸음, 생각하는 시민 뱃지",캐릭터 · 굿즈,1694000,336,503000,146,1,1,2
6253,"<개벽파선언>, 새 세계를 마중하는 다시 생명 선언",출판,10102000,336,3000000,177,1,1,4
6254,"우리의 멋을 보여드려요, '호랑이 민화 스카프'",잡화,1683500,336,5010,34,1,1,3
6255,스카프와 안경닦이에 담긴 그리스로마신화,잡화,5050000,336,15029,99,1,0,1
6256,하나와 히나의 일본 여행기[하나와히나:두 번째 이야기],출판,505000,336,1502,21,1,0,2
6257,알아두면 잘난 척하기 딱 좋은 우리 역사문화사전,출판,3364800,336,10014,89,1,0,4
6258,투명모카포트 에스프레소 커피메이커 JIMI COFFEE,홈 · 리빙,1682200,336,5006,30,1,0,1
6259,"""바로 데워 먹는 웰빙간편식"", <초간편 유산균 통삼겹>",푸드,3364200,336,1000000,89,1,1,2
6260,"『셋이서 집짓고 삽니다만』함께 사는 우리, 가족 아닌가요?",출판,6728272,336,2000000,323,1,1,4
6261,"[달력, 파우치] 우리의 전통 회화를 보태니컬화로 만나다.",디자인 문구,1682000,336,500000,69,1,1,3
6262,우리 멀어져도 멀어지지 말아요 '꼬옥 안심키트',잡화,1681000,336,5002,43,1,0,3
6263,퀘스천카드 : 캠프파이어 질문카드게임,보드게임 · TRPG,6724000,336,20011,310,1,0,4
6264,하나의 상자로 만나는 사계절 [열두달 꽃차 모음],푸드,3362000,336,10005,79,1,0,4
6265,짠내폭발 책방 생존기 <책방 여행마을 이제 곧 망할 듯?>,출판,1681000,336,5002,123,1,0,4
6266,소중한 너에게 바. 치. 케,푸드,1680500,336,5001,61,1,0,5
6267,스케치업 웹툰 배경 - 사극/무협 연출 배경,웹툰 리소스,1680000,336,5000,14,1,0,3
6268,"채식 요리 만화『두연씨, 잘 먹고 잘 살아요.』",웹툰 · 만화,13438000,335,40113,470,1,1,4
6269,"문화예술 겉핥기 매거진 <껍질> 3호, '거품'",출판,3358777,335,1000000,138,1,1,5
6270,행성X동물 뱃지,잡화,5036000,335,15032,144,1,0,1
6271,[스케치업 웹툰 배경] 무협사극 배경 10종,웹툰 리소스,3357000,335,10020,33,1,0,5
6272,"웹툰 스케치업 판타지 #2 전초기지, 군사기지",웹툰 리소스,3355000,335,1000000,43,1,1,2
6273,오지산타 시즌4를 위한 충남 금계분교를 담은 굿즈,캐릭터 · 굿즈,3354678,335,1000000,127,1,0,5
6274,"당신 마음의 아름다운 빛을 깨우는 시간, '빛깨움 카드'",디자인,3354500,335,1000000,63,1,1,4
6275,마나캣의 국군 총기 (웹툰용 스케치업 소품),웹툰 리소스,1878000,335,5605,236,1,0,2
6276,"바리스타의 삶, 바리스타의 레시피",푸드,3353200,335,10009,121,1,1,2
6277,"꽃보다 노묘!! ""경묘한 고양이 티셔츠""",의류,10058000,335,30023,175,1,0,2
6278,율운이의 두번째 굿즈 [율운 베이커리],캐릭터 · 굿즈,1676000,335,500000,114,1,0,5
6279,비흡연 지향자들을 연결하는 우리들의 티셔츠,의류,1675277,335,500000,56,1,0,2
6280,웹툰 스케치업 - 가방과 시계,웹툰 리소스,3350000,335,10000,133,1,0,5
6281,"흑백의 시선으로 엿보는 모험, 일러스트 북 - 이상한 저택",예술,3349000,334,1000000,93,1,1,3
6282,친구따라 우주해적 2권,웹툰 · 만화,10047000,334,3000000,393,1,0,1
6283,93세 류지춘 할머니의 세 번째 프로젝트 : 2021 달력,디자인 문구,3348000,334,10023,132,1,0,4
6284,내 방에서 떠나는 열기구 여행. 벌룬모빌,홈 · 리빙,1673500,334,5010,71,1,0,1
6285,"20인이 말하는 각자의 '일', <잡스 JOBS>",출판,3346700,334,1000000,147,1,1,4
6286,설렘을 담은 wind blossom 귀걸이와 반지,주얼리,2008000,334,600000,68,1,0,5
6287,"취향 공유 플랫폼 NERD의 6번째 잡지, Layered.",출판,1338000,334,4005,64,1,1,5
6288,후드티 한장으로 유기동물에게 따뜻한 사랑을 선물하세요,의류,3344300,334,1000000,73,1,0,4
6289,겨[울 양말]에 매우 진심인 편 - ' 꽈배기 발니트 ',잡화,2675000,334,8008,85,1,0,5
6290,"사라진 캐슬을 찾아서, '크리스탈 캐슬' 뱃지",캐릭터 · 굿즈,6687000,334,20020,317,1,1,5
6291,산책의 디테일,잡화,3343500,334,1000000,182,1,0,2
6292,"누가 그녀를 깨뜨렸는가, 창작극 <마벨 카바레>",공연,1337000,334,4002,30,1,1,1
6293,내 발목에 몬스터,잡화,668500,334,2001,53,1,0,5
6294,트리 오브 라이프(Tree of Life) - 여정의 시작,디지털 게임,16711117,334,5000000,279,1,0,5
6295,니 취팔로마? 오늘은 짜장면 어때? <노뮤직 노중화요리>,출판,3342000,334,10005,142,1,0,5
6296,'당신은 그안에' 드리머 첫 단독 공연,음악,3342000,334,10005,86,1,0,1
6297,스케치업 웹툰 배경 - [콘서트장/카페/코인노래방/pc방],웹툰 리소스,6683000,334,20008,156,1,0,2
